2025-05-10T12:24:33.740793,2025-05-10T12:24:33.744957,4,articulo,{'articulo'},4.16,3
2025-05-10T12:24:55.399421,2025-05-10T12:24:55.400173,4,articulo,a la tesis,0.75,1
2025-05-10T12:44:13.159481,2025-05-10T12:44:13.160485,4,articulo,a la tesis,1.0,1
2025-05-10T12:44:44.165799,2025-05-10T12:44:44.168077,4,articulo,{'articulo'},2.28,3
2025-05-10T14:42:45.951036,2025-05-10T14:42:45.963798,4,articulo,{'articulo'},12.77,3
2025-05-10T14:43:50.252906,2025-05-10T14:43:50.255359,4,articulo,{'articulo'},2.38,3
2025-05-10T14:44:14.089424,2025-05-10T14:44:14.090577,4,articulo,ecuaciones diferenciales,1.16,0
2025-05-10T15:01:47.400175,2025-05-10T15:01:47.401358,4,articulo,ecuaciones diferenciales,1.18,0
2025-05-10T15:02:12.890270,2025-05-10T15:02:12.891357,4,articulo,sistemas distruibuidos blockchain,1.1,1
2025-05-10T15:02:20.293691,2025-05-10T15:02:20.295009,4,articulo,sistemas distruibuidos blockchain sobre de,1.32,3
2025-05-10T15:10:37.053682,2025-05-10T15:10:37.054420,4,articulo,{'articulo'},0.73,3
2025-05-10T15:10:44.130089,2025-05-10T15:10:44.130997,4,articulo,a la tesis,0.91,1
2025-05-10T15:11:14.662485,2025-05-10T15:11:14.663466,4,articulo,a la tesis,0.98,1
2025-05-10T15:11:22.024002,2025-05-10T15:11:22.025297,4,articulo,a la tesis ecuaciones,1.3,1
2025-05-10T15:11:28.822734,2025-05-10T15:11:28.823583,4,articulo,a la tesis ecuaciones programacion,0.85,1
2025-05-10T15:11:37.444958,2025-05-10T15:11:37.446324,4,articulo,a la tesis ecuaciones programación,1.37,1
2025-05-10T18:15:21.510838,2025-05-10T18:15:21.513072,4,articulo,a de más programación,2.23,1
2025-05-10T22:31:06.543000,2025-05-10T22:31:06.615385,4,articulo,ecuaciones diferenciales,70.91,0
2025-05-10T22:32:54.445875,2025-05-10T22:32:54.453891,4,articulo,ecuaciones diferenciales,7.57,0
2025-05-11T20:14:12.467497,2025-05-11T20:14:12.475256,4,articulo,posada errante impacto,7.76,1
2025-05-11T20:14:22.262818,2025-05-11T20:14:22.264434,4,articulo,posada errante impacto,1.62,1
2025-05-11T20:14:27.693806,2025-05-11T20:14:27.695151,4,articulo,posada errante impacto,1.35,1
2025-05-11T20:14:45.514210,2025-05-11T20:14:45.515980,4,articulo,posada errante,1.88,0
2025-05-11T20:14:48.520704,2025-05-11T20:14:48.522369,4,articulo,posada errante,1.54,0
2025-05-11T20:14:49.831746,2025-05-11T20:14:49.833708,4,articulo,posada errante,1.97,0
2025-05-11T20:14:52.098270,2025-05-11T20:14:52.099240,4,articulo,posada errante,0.99,0
2025-05-11T20:15:10.311016,2025-05-11T20:15:10.311884,4,articulo,posada errante,0.87,0
2025-05-11T20:15:12.964943,2025-05-11T20:15:12.965823,4,articulo,posada errante,0.88,0
2025-05-11T20:15:15.751819,2025-05-11T20:15:15.753120,4,articulo,posada errante,1.29,0
2025-05-11T20:18:13.539704,2025-05-11T20:18:13.542728,4,articulo,posada errante,3.02,0
2025-05-11T20:18:16.090373,2025-05-11T20:18:16.091124,4,articulo,posada errante,0.75,0
2025-05-11T20:18:17.751979,2025-05-11T20:18:17.753899,4,articulo,posada errante,1.92,0
2025-05-11T20:18:46.707523,2025-05-11T20:18:46.708747,4,articulo,posada errante,1.22,0
2025-05-11T20:18:48.264470,2025-05-11T20:18:48.266111,4,articulo,posada errante,1.65,0
2025-05-11T20:18:50.205405,2025-05-11T20:18:50.207607,4,articulo,posada errante,2.21,0
2025-05-11T20:19:52.061670,2025-05-11T20:19:52.064921,4,articulo,posada errante,3.25,0
2025-05-11T20:21:14.237453,2025-05-11T20:21:14.238704,4,articulo,posada errante,1.25,0
2025-05-11T20:21:16.135486,2025-05-11T20:21:16.136965,4,articulo,posada errante,1.48,0
2025-05-11T20:22:21.922658,2025-05-11T20:22:21.924033,4,articulo,posada errante,1.38,0
2025-05-11T20:33:22.999469,2025-05-11T20:33:23.001043,4,articulo,posada errante,1.57,0
2025-05-11T20:39:17.228767,2025-05-11T20:39:17.231473,4,articulo,posada errante,2.62,0
2025-05-11T20:40:23.004248,2025-05-11T20:40:23.005072,4,articulo,posada errante,0.82,0
2025-05-11T20:40:39.232121,2025-05-11T20:40:39.233755,4,articulo,posada errante,1.64,0
2025-05-11T20:42:45.782996,2025-05-11T20:42:45.784182,4,articulo,posada errante,1.19,0
2025-05-11T20:43:05.823908,2025-05-11T20:43:05.825103,4,articulo,posada errante,1.2,0,adulto
