2025-05-10T12:24:33.708715,2025-05-10T12:24:33.712316,2,tesis,{'tesis'},3.63,3
2025-05-10T12:24:55.367443,2025-05-10T12:24:55.368342,2,tesis,a la tesis,0.9,1
2025-05-10T12:44:13.133388,2025-05-10T12:44:13.135595,2,tesis,a la tesis,2.2,1
2025-05-10T12:44:44.139786,2025-05-10T12:44:44.141799,2,tesis,{'tesis'},2.01,3
2025-05-10T14:42:45.920777,2025-05-10T14:42:45.933378,2,tesis,{'tesis'},12.61,3
2025-05-10T14:43:50.108120,2025-05-10T14:43:50.109279,2,tesis,{'tesis'},1.11,3
2025-05-10T14:44:14.072950,2025-05-10T14:44:14.074069,2,tesis,ecuaciones diferenciales,1.12,0
2025-05-10T15:01:47.373655,2025-05-10T15:01:47.375744,2,tesis,ecuaciones diferenciales,2.08,0
2025-05-10T15:02:12.875233,2025-05-10T15:02:12.876810,2,tesis,sistemas distruibuidos blockchain,1.43,0
2025-05-10T15:02:20.280303,2025-05-10T15:02:20.281041,2,tesis,sistemas distruibuidos blockchain sobre de,0.74,2
2025-05-10T15:07:54.053662,2025-05-10T15:07:54.055164,2,tesis,{'tesis'},1.5,3
2025-05-10T15:10:37.045350,2025-05-10T15:10:37.046407,2,tesis,{'tesis'},1.05,3
2025-05-10T15:10:44.114618,2025-05-10T15:10:44.115647,2,tesis,a la tesis,1.03,1
2025-05-10T15:11:14.648137,2025-05-10T15:11:14.648834,2,tesis,a la tesis,0.7,1
2025-05-10T15:11:22.003873,2025-05-10T15:11:22.005083,2,tesis,a la tesis ecuaciones,1.21,1
2025-05-10T15:11:28.805224,2025-05-10T15:11:28.806264,2,tesis,a la tesis ecuaciones programacion,1.04,1
2025-05-10T15:11:37.430464,2025-05-10T15:11:37.432297,2,tesis,a la tesis ecuaciones programación,1.81,1
2025-05-10T18:15:21.492509,2025-05-10T18:15:21.494307,2,tesis,a de más programación,1.8,2
2025-05-10T22:31:06.008509,2025-05-10T22:31:06.037436,2,tesis,ecuaciones diferenciales,28.23,0
2025-05-10T22:32:54.191937,2025-05-10T22:32:54.205385,2,tesis,ecuaciones diferenciales,13.17,0
2025-05-10T22:36:16.296114,2025-05-10T22:36:16.318188,2,tesis,{'tesis'},21.68,3
2025-05-10T23:07:22.477334,2025-05-10T23:07:22.509006,2,tesis,{'tesis'},31.22,3
2025-05-11T20:14:12.402851,2025-05-11T20:14:12.411165,2,tesis,posada errante impacto,8.33,2
2025-05-11T20:14:22.242576,2025-05-11T20:14:22.244469,2,tesis,posada errante impacto,1.9,2
2025-05-11T20:14:27.673905,2025-05-11T20:14:27.675641,2,tesis,posada errante impacto,1.74,2
2025-05-11T20:14:45.476966,2025-05-11T20:14:45.479245,2,tesis,posada errante,2.27,0
2025-05-11T20:14:48.498501,2025-05-11T20:14:48.499536,2,tesis,posada errante,1.04,0
2025-05-11T20:14:49.791064,2025-05-11T20:14:49.792984,2,tesis,posada errante,1.92,0
2025-05-11T20:14:52.078487,2025-05-11T20:14:52.079498,2,tesis,posada errante,1.01,0
2025-05-11T20:15:10.292014,2025-05-11T20:15:10.292923,2,tesis,posada errante,0.91,0
2025-05-11T20:15:12.946319,2025-05-11T20:15:12.947160,2,tesis,posada errante,0.85,0
2025-05-11T20:15:15.730027,2025-05-11T20:15:15.731047,2,tesis,posada errante,1.02,0
2025-05-11T20:18:13.490328,2025-05-11T20:18:13.493293,2,tesis,posada errante,2.95,0
2025-05-11T20:18:16.069489,2025-05-11T20:18:16.070521,2,tesis,posada errante,1.03,0
2025-05-11T20:18:17.698849,2025-05-11T20:18:17.701613,2,tesis,posada errante,2.77,0
2025-05-11T20:18:46.686809,2025-05-11T20:18:46.688053,2,tesis,posada errante,1.24,0
2025-05-11T20:18:48.231778,2025-05-11T20:18:48.233299,2,tesis,posada errante,1.52,0
2025-05-11T20:18:50.154944,2025-05-11T20:18:50.157483,2,tesis,posada errante,2.55,0
2025-05-11T20:19:52.000984,2025-05-11T20:19:52.004836,2,tesis,posada errante,3.84,0
2025-05-11T20:21:14.214860,2025-05-11T20:21:14.216040,2,tesis,posada errante,1.18,0
2025-05-11T20:21:16.084281,2025-05-11T20:21:16.087278,2,tesis,posada errante,3.0,0
2025-05-11T20:22:21.889941,2025-05-11T20:22:21.892603,2,tesis,posada errante,2.67,0
2025-05-11T20:33:22.978023,2025-05-11T20:33:22.979888,2,tesis,posada errante,1.86,0
2025-05-11T20:39:17.191245,2025-05-11T20:39:17.194108,2,tesis,posada errante,2.85,0
2025-05-11T20:40:22.992245,2025-05-11T20:40:22.993186,2,tesis,posada errante,0.95,0
2025-05-11T20:40:39.213447,2025-05-11T20:40:39.214946,2,tesis,posada errante,1.5,0
2025-05-11T20:42:45.757191,2025-05-11T20:42:45.759207,2,tesis,posada errante,2.02,0
2025-05-11T20:43:05.803486,2025-05-11T20:43:05.804958,2,tesis,posada errante,1.44,0,adulto
